Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Link
Abode Infratech Pvt. Ltd.,,"GH- 27, Sector – 4, Vaishali Ghaziabad, UP 201010",+91 81306 73339,www.aquabreath.in,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,India,,,,,,,,,,,,,,,,"22 May 2020
Update Above Information",,https://www.enfsolar.com/abode-infratech?directory=installer&utm_source=ENF&utm_medium=India&utm_content=124702&utm_campaign=profiles_installer
ABP Energia,,"SF-3, 267/3, Sector-1, Vaishali Ghaziabad, UP-201010",+91 79825 99009,abpenergia.com,India,,,,,,,,,(S)maller Installations,Design,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,Design,India,,,,,,,,,,,,,,,,"8 Aug 2019
Update Above Information",,https://www.enfsolar.com/abp-energia?directory=installer&utm_source=ENF&utm_medium=India&utm_content=117225&utm_campaign=profiles_installer
ABR Energy,,"303, Pride Plaza, Opp. J.P Tower, Near Golden Plaza, Tagore Road, Rajkot, 360002, Gujarat",+91 93752 08266,abrenergy.in/,India,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,"16 Dec 2020
Update Above Information",,https://www.enfsolar.com/abr-energy-1?directory=installer&utm_source=ENF&utm_medium=India&utm_content=128977&utm_campaign=profiles_installer
Abram Udyog Pvt. Ltd.,,"701, Nirmal Tower, Barakhamba Road, Connaught Place, New Delhi, Delhi - 110001",+91 99834 33244,www.abrampeb.com,India,,,,,,,,,(S)maller Installations,"Evaluation, Design, Monitoring",,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,"Evaluation, Design, Monitoring",India,"Suntech Power Co., Ltd.",,,,,,,,,,,,,,,"25 Aug 2020
Update Above Information",,https://www.enfsolar.com/abram?directory=installer&utm_source=ENF&utm_medium=India&utm_content=114649&utm_campaign=profiles_installer
ABS Energy,,"Plot W116(A), TTC Industrial Area, Khairane MIDC, Navi Mumbai -400708 Maharashtra",+91 8448 811812,absrenewpower.com,India,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,"8 Dec 2020
Update Above Information",,https://www.enfsolar.com/abs-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=82899&utm_campaign=profiles_installer
ABSOL Energy,,"B-222, Atlanta Shopping Mall Nr. Sudama Chowk, Mota Varachha, Surat, Gujarat 394101",+91 96646 32432,Click to get email address,https://absolenergy.com,India,"Business Details
Installation Starting Date 2017
Free Maintenance Years 5
On-Grid / Off-Grid On-grid, Off-grid
Installation size (S)maller Installations, 1(M)Wp+ Installations
Other Services Evaluation, Design, Monitoring
Operating Area India
Panel Suppliers Waaree Energies Ltd, Goldi Solar Pvt Ltd (formerly Goldi Green Technologies Pvt Ltd), RenewSys India Private Limited, Navitas Green Solutions Pvt. Ltd., Adani Solar, Pahal Solar, Rayzon Green Energies
Inverter Suppliers Shenzhen Growatt New Energy Technology Co., Ltd., Evolve Energy Group, Shenzhen Sofar Solar Co., Ltd., Havells, KSolare Energy Private Limited",,,,,,,,,,,2017,5,"On-grid, Off-grid",,,,,,,,,,2017,5,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Evaluation, Design, Monitoring",India,"Waaree Energies Ltd, Goldi Solar Pvt Ltd (formerly Goldi Green Technologies Pvt Ltd), RenewSys India Private Limited, Navitas Green Solutions Pvt. Ltd., Adani Solar, Pahal Solar, Rayzon Green Energies","Shenzhen Growatt New Energy Technology Co., Ltd., Evolve Energy Group, Shenzhen Sofar Solar Co., Ltd., Havells, KSolare Energy Private Limited",,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Evaluation, Design, Monitoring",India,"Waaree Energies Ltd, Goldi Solar Pvt Ltd (formerly Goldi Green Technologies Pvt Ltd), RenewSys India Private Limited, Navitas Green Solutions Pvt. Ltd., Adani Solar, Pahal Solar, Rayzon Green Energies","Shenzhen Growatt New Energy Technology Co., Ltd., Evolve Energy Group, Shenzhen Sofar Solar Co., Ltd., Havells, KSolare Energy Private Limited",,,,,,,,,,,"10 Oct 2020
Update Above Information",,https://www.enfsolar.com/absol-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=126756&utm_campaign=profiles_installer
Access Solar Limited,,"Plot No.104, Prashanthi Nagar, I.E.Kukatpally Hyderabad, 500072, Telangana",+91 40 23077797,Click to get email address,www.accesssolar.net,India,"Praveen
Marketing Manager
Krishna
Sales manager",Praveen,Marketing Manager,,,,,,,,,,,,,,India,Khanti Cable Industries,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",Design,India,Khanti Cable Industries,,,,,,"Business Details
On-Grid / Off-Grid On-grid, Off-grid
Other Services Design
Operating Area India
Parent Company Khanti Cable Industries","6 Jul 2020
Update Above Information",https://www.enfsolar.com/access-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=7064&utm_campaign=profiles_installer
Accord Technologies (P.) Limited,,"Plot No.-798, Sector-69, IMT, Ballabhgarh, Faridabad, Haryana, 121004",+91 93112 85214,www.accordtpl.com,India,,,,,,,,,On-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,(S)maller Installations,"Design, Monitoring",India,,,,,,,,,,,,,,,"2 Jan 2020
Update Above Information",,https://www.enfsolar.com/accord-technologies?directory=installer&utm_source=ENF&utm_medium=India&utm_content=120859&utm_campaign=profiles_installer
Accurate Industrial Controls Pvt. Ltd.,,"Accurate House, S No. 78/1, Dangat Industrial Estate, Shivane, Pune-411023, Maharashtra",+91 20 25291340,www.accurateindustrialcontrols.in,India,,,,,,,,,On-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,(S)maller Installations,Design,India,"INVT Solar Technology(Shenzhen) Co., Ltd.",,,,,,,,,,,,,,"12 Nov 2019
Update Above Information",,https://www.enfsolar.com/accurate-industrial-controls?directory=installer&utm_source=ENF&utm_medium=India&utm_content=119568&utm_campaign=profiles_installer
Accurate Powertech India Pvt. Ltd.,,"Shop No. 4 / 5 / 6, Rohan Tower, Opp. Mega Mart, Pune Mumbai Road, Dapodi, Pune - 411012, Maharashtra",+91 90110 76032,accuratesolar.in,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,"Design, Monitoring",India,,,,,,,,,,,,,,,"19 Jan 2020
Update Above Information",,https://www.enfsolar.com/accurate-powertech-india?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121151&utm_campaign=profiles_installer
Ace Technologies,,"17, Maria Arcade, Church Circle, Trichur - 680 001, Kerala",+91 487 2424499,www.myace.in,India,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,Moser Baer Solar Limited,,,,,,,,,,,,,,,11 Sep 2020,,https://www.enfsolar.com/ace-technologies?directory=installer&utm_source=ENF&utm_medium=India&utm_content=77517&utm_campaign=profiles_installer
Ace Technology,,"Opp Mahima Inn, Vyapar Vihar Bilaspur, Chhattisgarh 495001",+91 75667 70017,https://acetechnology.business.site,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,India,,,,,,,,,,,,,,,,"9 Aug 2019
Update Above Information",,https://www.enfsolar.com/ace-technology?directory=installer&utm_source=ENF&utm_medium=India&utm_content=117348&utm_campaign=profiles_installer
Acenton,,"B-5, Bhosale Plaza, Near Old Mohintara Hospital, Pune Solapur Road, Hadapsar, Pune, 411028, Maharastra",+91 992194 8575,acenton.in,India,,,,,,,,,On-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,On-grid,"(S)maller Installations, 1(M)Wp+ Installations","Evaluation, Design, Monitoring",India,,,,,,,,,,,,,,,"19 May 2020
Update Above Information",,https://www.enfsolar.com/acenton?directory=installer&utm_source=ENF&utm_medium=India&utm_content=124330&utm_campaign=profiles_installer
Achariya Technologies Pvt. Ltd.,,"27, Guru Jambheshwar Nagar, Gate No. 1, Opp. Vijay Dawar, Queens Road, Vaishali Nagar, Jaipur 302021, Rajasthan",+91 141 6626666,solar.achariyagroup.com,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,,,,,,,,,,,,,,,"22 May 2020
Update Above Information",,https://www.enfsolar.com/achariya-technologies?directory=installer&utm_source=ENF&utm_medium=India&utm_content=112229&utm_campaign=profiles_installer
ACME Solar Holding Pvt. Ltd.,,"104, Munish Plaza, 20, Ansari Road, Darya Ganj, New Delhi-110002",+91 124 7117000,www.acmesolar.in,India,,,,,,,,,On-grid,1(M)Wp+ Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,1(M)Wp+ Installations,Design,India,ACME Group,,,,,,,,,,,,,,"16 Nov 2020
Update Above Information","10 Sep 2015
Zhongli Talesun Supplies 222MW of Solar Modules to ACME India
13 Mar 2015
Trina Solar to Supply 48MW of Solar Modules to ACME India
3 Nov 2014
ACME Group Wins 160MW Solar Projects in India",https://www.enfsolar.com/acme-1?directory=installer&utm_source=ENF&utm_medium=India&utm_content=42207&utm_campaign=profiles_installer
Acorn Business Ventures Pvt Ltd,,"No. 2201, Brigade World Trade Center, Malleswaram, Bangalore 560055",+91 9880 569880,www.acornsolar.co.in,India,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations",Monitoring,India,,,,,,,,,,,,,,,"15 Feb 2021
Update Above Information",,https://www.enfsolar.com/acorn-business-ventures?directory=installer&utm_source=ENF&utm_medium=India&utm_content=96838&utm_campaign=profiles_installer
Acres Solar,,"Sanjay Nagar, Nav Yuvak Chawl, Marol Pipe Line, Andheri East, Mumbai, Maharashtra 400059",+91 82869 28564,https://acressolar.business.site,India,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,"13 Feb 2020
Update Above Information",,https://www.enfsolar.com/acres-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121134&utm_campaign=profiles_installer
Active System Integration,,"New# 16, Old# 441, 'N' Block, 21st Street, Anna Nagar East, Chennai-600102",+91 999 4126666,www.asi.ind.in,India,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,"14 Sep 2020
Update Above Information",,https://www.enfsolar.com/active-system-integration?directory=installer&utm_source=ENF&utm_medium=India&utm_content=79769&utm_campaign=profiles_installer
AcuTech Solar Pvt. Ltd.,,"GAT # - 1405, Plot # - 7, Pune - Nagar Highway, Shikrapur, Distt - Pune, 412208",+91 977 1492228,Click to get email address,www.acutechsolar.in,India,AcuTech,AcuTech,,,,,,,,,,,,,,,"Evaluation, Design","India, United States",REFU Elektronik GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18 Jun 2020
Update Above Information",https://www.enfsolar.com/acutech-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=78565&utm_campaign=profiles_installer
ACVA Solar Pvt. Ltd.,,"B-11 Ashray Bungalow, B/h GERI Compound, Gotri Road, Vadodara, Gujarat, 390021",+91 265 2372746,Click to get email address,acvasolar.com,India,Gautam Parmar,Gautam Parmar,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Address：
Baroda",https://www.enfsolar.com/acva-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=15132&utm_campaign=profiles_installer
ADA Power & Infra Limted,,"C-66, Second Floor, Sec 9, Noida, Uttar Pradesh, 201301",+91 9457639713,www.adapowerinfra.com,India,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Evaluation, Design",India,,,,,,,,,,,,,,,"9 Feb 2021
Update Above Information",,https://www.enfsolar.com/ada-power-infra?directory=installer&utm_source=ENF&utm_medium=India&utm_content=95726&utm_campaign=profiles_installer
Adani Solar,,"2nd Floor, South Wing, Shantigram, SG, Highway, Ahmedabad, 382421",+91 90990 08886,Click to get email address,www.adanisolar.com,India,"Business Details
On-Grid / Off-Grid On-grid, Off-grid
Installation size (S)maller Installations, 1(M)Wp+ Installations
Other Services Design, Monitoring
Operating Area Australia, India

Asia, Europe, North America
Parent Company Adani Group",,,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Design, Monitoring",,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Design, Monitoring","Australia, India

Asia, Europe, North America",Adani Group,,,,,,,,"Australia, India

Asia, Europe, North America",Adani Group,,,,,,,,,,,,,,Adani raised a USD 1.35 billion debt package for its under-construction renewable asset portfolio through definitive agreements signed with a group of international lenders.,"19 Mar 2021
Update Above Information",https://www.enfsolar.com/adani-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=81679&utm_campaign=profiles_installer
Adarsh Solar Power Solution,,"No. 35/24, C-Block, Sugan Terrace, Appu Street, Mylapore, Chennai, Tamil Nadu 600004",+91 78680 78680,www.adarshsolar.com,India,,81,ANAND,CEO,ANAND,CEO,,,,,2011,"On-grid, Off-grid",,,,2011,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Evaluation, Design",India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28 Jul 2020
Update Above Information",https://www.enfsolar.com/adarsh-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=82529&utm_campaign=profiles_installer
Adarsh Solar Solutions India Pvt. Ltd.,,"32, Adarsh Nagar, Maholi Road, Mathura 281001, UP",+91 639 6914442,www.adarshsolarsolutions.com,India,,,,,,,,,On-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,(S)maller Installations,"Evaluation, Design",India,,,,,,,,,,,,,,,"18 Mar 2021
Update Above Information",,https://www.enfsolar.com/adarsh-solar-solutions?directory=installer&utm_source=ENF&utm_medium=India&utm_content=106630&utm_campaign=profiles_installer
Addin Power Limited,,"Unit No. 202, Second Floor, Narnarayan Complex, Near Swastik Cross Road, Navrangpura, C. G. Road, Ahmedabad - 380009, (Gujarat)",+91 79 40027017,addinpowerltd.com,India,,,,,,,,,1(M)Wp+ Installations,Design,,,,,,,,,,,,,,,,,,,,,,,,1(M)Wp+ Installations,Design,India,,,,,,,,,,,,,,,,"18 Dec 2019
Update Above Information",,https://www.enfsolar.com/addin-power?directory=installer&utm_source=ENF&utm_medium=India&utm_content=85406&utm_campaign=profiles_installer
"Addwatt Power Solution Pvt., Ltd.",,"Suite no 154, Tower A, 5th floor, Plot no A 41, The Corenthum, Sector 62, Noida, Uttar Pradesh 201301",+91 120 4501506,www.addwatt.in,India,,100,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28 Dec 2020
Update Above Information",https://www.enfsolar.com/addwatt-power-solution?directory=installer&utm_source=ENF&utm_medium=India&utm_content=80579&utm_campaign=profiles_installer
Adejay Energies,,"B Wing, Olympia Tower, N. M. Joshi Road, Byculla West, Mumbai, 400011, Maharashtra",+91 88948 48483,www.adejayenergies.com,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,India,Shenzhen Must Power Limited,,,,,,,,,,,,,,,"8 Feb 2021
Update Above Information",,https://www.enfsolar.com/adejay-energies?directory=installer&utm_source=ENF&utm_medium=India&utm_content=130270&utm_campaign=profiles_installer
Adept Renewable Energy,,+91 9924567555,Click to get email address,www.adeptcorporation.com,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,"Evaluation, Design, Monitoring",India,,,,,,,,,,,,,,,"14 Nov 2020
Update Above Information",,https://www.enfsolar.com/adept-renewable-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=85402&utm_campaign=profiles_installer
Adesh Solar Pvt. Ltd.,,"Namdev Road, Near Singla Hospital, Street Number-8, Bhatinda, Punjab, 151005",+91 62399 88948,www.asepl.co,India,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,"17 Mar 2021
Update Above Information",,https://www.enfsolar.com/adesh-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=130892&utm_campaign=profiles_installer
Adhara Solar,,"34, Gali No.2 Sec 25 Faridabad",+91 8588 002525,India,,,,,,,,,,(S)maller Installations,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,Evaluation,India,"Canadian Solar Inc., Vikram Solar Limited","SMA Solar Technology AG, ABB Italy S.p.A., Delta Energy Systems (Germany) GmbH, Schneider Electric SA",,,,,,,,,,,,,,"15 Sep 2020
Update Above Information",,https://www.enfsolar.com/adhara-solar-1?directory=installer&utm_source=ENF&utm_medium=India&utm_content=80503&utm_campaign=profiles_installer
Adhithyan Solar Power Solutions,,"Krishna Tower, Near Variety Marbles, Kattakkada, Thiruvananthapuram, Kerala, 695572",+91 98474 76757,Click to get email address,adhithyansolar.com/,India,"Business Details
On-Grid / Off-Grid Off-grid
Installation size (S)maller Installations
Operating Area India
Panel Suppliers Vikram Solar Limited, RenewSys India Private Limited, Luminous Power Technologies Pvt. Ltd.
Inverter Suppliers SolarEdge Technologies, Ltd., Microtek House, Havells",,,,,,,,,,,Off-grid,(S)maller Installations,India,,,,,,,,,,Off-grid,(S)maller Installations,India,"Vikram Solar Limited, RenewSys India Private Limited, Luminous Power Technologies Pvt. Ltd.","SolarEdge Technologies, Ltd., Microtek House, Havells",,,,,,,India,"Vikram Solar Limited, RenewSys India Private Limited, Luminous Power Technologies Pvt. Ltd.","SolarEdge Technologies, Ltd., Microtek House, Havells",,,,,,,,,,,,,,"11 Mar 2021
Update Above Information",,https://www.enfsolar.com/adhithyan-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=130557&utm_campaign=profiles_installer
Adhunik Energy Solutions Pvt. Ltd.,,"D-12, Sector 10, Noida",+91 120 4567333,Click to get email address,adhunikworld.com,India,,,,,,,,2006,Off-grid,,,,,,,,,,,,,,,,,,,,,,,,2006,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations","Design, Monitoring",India,,,,,,,,,,,,,,"14 Nov 2020
Update Above Information",,https://www.enfsolar.com/adhunik-energy-solutions?directory=installer&utm_source=ENF&utm_medium=India&utm_content=85403&utm_campaign=profiles_installer
Adhyan Project Pvt Ltd,,"Building No. -9B, 7th floor, DLF Cyber City, Phase III, Gurugram, Haryana",+91 124 4065777,adhyan-group.com,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,"Evaluation, Design",India,"MOSO Power Supply Technology Co., Ltd",,,,,,,,,,,,,,"27 Nov 2020
Update Above Information",,https://www.enfsolar.com/adhyan-project?directory=installer&utm_source=ENF&utm_medium=India&utm_content=103405&utm_campaign=profiles_installer
ADIDEV Energy Grid Private Limited,,"No.17, First Crescent Park Road, Gandhi Nagar, Adyar, Chennai - 600 020",+91 44 24421542,www.adidevpower.com,India,,,,,,,,,(S)maller Installations,Design,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,Design,India,,,,,,,,,,,,,,,,"27 Feb 2020
Update Above Information",,https://www.enfsolar.com/adidev-energy-grid?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121858&utm_campaign=profiles_installer
Adiro Energy Pvt. Ltd.,,"Saubhagya, Kannammoola T.C 13/1149, Medical College PO Thiruvananthapuram-695011",+91 97473 65721,www.adiroenergy.in,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,"Design, Monitoring",India,,,,,,,,,,,,,,,"19 Jan 2020
Update Above Information",,https://www.enfsolar.com/adiro-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121394&utm_campaign=profiles_installer
